run_id,stage,vpn,client_type,host,repeat,mtu,delay_ms,loss_pct,cpu_stress,tcp_throughput_mbps,udp_throughput_mbps,udp_loss_pct_actual,udp_jitter_ms,rtt_avg_ms,rtt_mdev_ms,cpu_avg_percent,cpu_max_percent,throughput_per_cpu,reconnect_ms,handshake_ms,folder
cpu_stress_openvpn_ubuntu_20260330T121525372714Z_r3_b7439e61,cpu_stress,openvpn,RaspberryPi,ubuntu,3,1500,,,True,66.43289093737458,49.999315667875656,0.013929232703120489,0.12425709339793994,13.34,1.134,42.35,50.4,1.5686633043063656,,5111.0,C:\vpn-thesis\results\cpu_stress_openvpn_ubuntu_20260330T121525372714Z_r3_b7439e61
cpu_stress_openvpn_ubuntu_20260330T131736754599Z_r1_9474eef5,cpu_stress,openvpn,VM,ubuntu,1,1500,,,True,17.91252544042154,49.97873878988797,86.7482119497817,2.1733960729144677,48.184,50.853,75.83214285714287,100.0,0.23621283489464656,,5192.0,C:\vpn-thesis\results\cpu_stress_openvpn_ubuntu_20260330T131736754599Z_r1_9474eef5
cpu_stress_openvpn_ubuntu_20260330T132959257669Z_r2_fe683e7c,cpu_stress,openvpn,VM,ubuntu,2,1500,,,True,17.178330564013546,49.99933540542752,86.04877916200947,1.1419370039673173,20.489,4.763,77.59827586206896,100.0,0.22137515780051675,,5270.0,C:\vpn-thesis\results\cpu_stress_openvpn_ubuntu_20260330T132959257669Z_r2_fe683e7c
cpu_stress_openvpn_ubuntu_20260330T134224061425Z_r3_13116760,cpu_stress,openvpn,VM,ubuntu,3,1500,,,True,14.528122837975932,49.98859720386399,86.8484708472342,1.5191776753868418,26.087,35.79,75.93793103448276,100.0,0.1913157580153038,,5179.0,C:\vpn-thesis\results\cpu_stress_openvpn_ubuntu_20260330T134224061425Z_r3_13116760
cpu_stress_wireguard_ubuntu_20260330T115437385221Z_r1_5d45e3c5,cpu_stress,wireguard,RaspberryPi,ubuntu,1,1500,,,True,89.6388576182287,49.99939633444005,0.0,0.0907762001803983,13.251,1.635,42.730000000000004,50.2,2.0977968082899294,,632.0,C:\vpn-thesis\results\cpu_stress_wireguard_ubuntu_20260330T115437385221Z_r1_5d45e3c5
cpu_stress_wireguard_ubuntu_20260330T120322394393Z_r2_7c676e5c,cpu_stress,wireguard,RaspberryPi,ubuntu,2,1500,,,True,88.9867361940874,49.99939883440541,0.0,0.1286639650004225,13.124,0.577,42.63166666666667,50.4,2.0873388997401165,,747.0,C:\vpn-thesis\results\cpu_stress_wireguard_ubuntu_20260330T120322394393Z_r2_7c676e5c
cpu_stress_wireguard_ubuntu_20260330T121210760111Z_r3_d974dc99,cpu_stress,wireguard,RaspberryPi,ubuntu,3,1500,,,True,88.99945592801299,49.99939466779662,0.0,0.08529522761254806,13.02,0.136,42.61666666666667,52.0,2.08837205931982,,580.0,C:\vpn-thesis\results\cpu_stress_wireguard_ubuntu_20260330T121210760111Z_r3_d974dc99
cpu_stress_wireguard_ubuntu_20260330T131415382847Z_r1_6f0587f4,cpu_stress,wireguard,VM,ubuntu,1,1500,,,True,4.59713262172541,4.294570923537694,0.0,2.48351834333069,32.736,19.487,74.21896551724137,100.0,0.061940133356580905,,1430.0,C:\vpn-thesis\results\cpu_stress_wireguard_ubuntu_20260330T131415382847Z_r1_6f0587f4
cpu_stress_wireguard_ubuntu_20260330T132636535711Z_r2_85045f4d,cpu_stress,wireguard,VM,ubuntu,2,1500,,,True,5.111383127180674,5.992503582585532,0.0,3.572243301718207,31.694,16.88,78.11525423728814,100.0,0.06543386662551201,,3487.0,C:\vpn-thesis\results\cpu_stress_wireguard_ubuntu_20260330T132636535711Z_r2_85045f4d
cpu_stress_wireguard_ubuntu_20260330T133901546087Z_r3_702e28da,cpu_stress,wireguard,VM,ubuntu,3,1500,,,True,5.1803268555323285,5.9114455042277045,0.0,4.817702914828743,27.947,16.817,74.10350877192982,100.0,0.069906633860968,,2050.0,C:\vpn-thesis\results\cpu_stress_wireguard_ubuntu_20260330T133901546087Z_r3_702e28da
latency_ipsec_ubuntu_20260328T062911151395Z_r1_f459f637,latency,ipsec,VM,ubuntu,1,1500,50.0,,False,58.37630712003804,49.99931200788898,1.5753209460693696,0.25171933914406086,65.516,3.894,0.28,8.0,208.486811142993,,2505.0,C:\vpn-thesis\results\latency_ipsec_ubuntu_20260328T062911151395Z_r1_f459f637
latency_ipsec_ubuntu_20260328T064118121599Z_r2_a67a784e,latency,ipsec,VM,ubuntu,2,1500,50.0,,False,59.354928529895375,49.9968013670256,1.054408347582095,0.15153771142162367,65.574,1.808,0.25166666666666665,5.1,235.8473981320346,,2426.0,C:\vpn-thesis\results\latency_ipsec_ubuntu_20260328T064118121599Z_r2_a67a784e
latency_ipsec_ubuntu_20260328T065327959683Z_r3_bdfe10b2,latency,ipsec,VM,ubuntu,3,1500,50.0,,False,44.14763945980847,49.96502710608444,6.854042671424184,0.24843854593540438,74.388,11.318,0.9550000000000001,17.3,46.22789472231253,,3244.0,C:\vpn-thesis\results\latency_ipsec_ubuntu_20260328T065327959683Z_r3_bdfe10b2
latency_openvpn_ubuntu_20260328T043015009045Z_r1_8b8d332c,latency,openvpn,RaspberryPi,ubuntu,1,1500,50.0,,False,60.447694305598475,49.999320667798884,0.00815369719207053,0.1233846594580008,62.955,0.314,0.03166666666666666,0.7,1908.8745570188994,,5162.0,C:\vpn-thesis\results\latency_openvpn_ubuntu_20260328T043015009045Z_r1_8b8d332c
latency_openvpn_ubuntu_20260328T043903013763Z_r2_be4be043,latency,openvpn,RaspberryPi,ubuntu,2,1500,50.0,,False,56.058072708453516,49.999318167837146,0.04756323362041142,0.11644083824661865,62.922,0.099,0.03666666666666667,0.7,1528.8565284123686,,5162.0,C:\vpn-thesis\results\latency_openvpn_ubuntu_20260328T043903013763Z_r2_be4be043
latency_openvpn_ubuntu_20260328T044804203604Z_r3_649f7d99,latency,openvpn,RaspberryPi,ubuntu,3,1500,50.0,,False,59.0302162190138,49.999317334516626,0.008833171958076407,0.1286562539576658,62.973,0.235,0.03333333333333333,0.9,1770.906486570414,,5166.0,C:\vpn-thesis\results\latency_openvpn_ubuntu_20260328T044804203604Z_r3_649f7d99
latency_openvpn_ubuntu_20260328T062338037654Z_r1_5a69743e,latency,openvpn,VM,ubuntu,1,1500,50.0,,False,54.69874467118965,49.9962750664521,0.1481254989892813,0.23485193659260306,65.98,0.909,0.23,3.1,237.82062900517238,,5125.0,C:\vpn-thesis\results\latency_openvpn_ubuntu_20260328T062338037654Z_r1_5a69743e
latency_openvpn_ubuntu_20260328T063545113404Z_r2_78ad2b91,latency,openvpn,VM,ubuntu,2,1500,50.0,,False,43.226841235026285,49.99833307470086,1.4472763346537747,0.24596693260704533,69.682,20.389,0.12372881355932203,1.5,349.3676209406234,,5140.0,C:\vpn-thesis\results\latency_openvpn_ubuntu_20260328T063545113404Z_r2_78ad2b91
latency_openvpn_ubuntu_20260328T064753118289Z_r3_183af247,latency,openvpn,VM,ubuntu,3,1500,50.0,,False,32.55156905619568,49.9745858933955,7.752146105065692,1.4046315808433485,79.642,20.444,0.8016666666666666,19.1,40.60486784556634,,5281.0,C:\vpn-thesis\results\latency_openvpn_ubuntu_20260328T064753118289Z_r3_183af247
latency_wireguard_ubuntu_20260328T042648434144Z_r1_cd09a200,latency,wireguard,RaspberryPi,ubuntu,1,1500,50.0,,False,76.3994602267946,49.999403001014905,0.00036480373559025247,0.11672333220442017,63.087,0.961,0.035,1.5,2182.84172076556,,652.0,C:\vpn-thesis\results\latency_wireguard_ubuntu_20260328T042648434144Z_r1_cd09a200
